num_word,num_sentence,num_pos_words,num_neg_words,num_pos_followed_by_neg,first_person,second_person,third_person,num_proper_nouns,num_conjunctions,num_superlatives,num_hedges,num_boosts,num_numbers,num_quotes,num_consecutive_upper
178,5,1,0,0,0,0,2,11,7,0,10,0,0,0,1
825,23,5,3,1,3,0,54,58,11,3,31,3,12,0,1
826,19,5,6,9,9,4,29,23,20,3,30,1,4,0,1
589,20,2,3,4,6,0,15,23,10,1,16,4,5,1,1
523,12,6,9,3,7,0,8,21,13,0,21,7,7,0,1
707,19,1,2,2,3,1,11,12,18,1,28,9,6,0,1
473,20,2,4,3,4,4,7,60,19,2,21,8,10,1,1
856,33,6,5,3,14,8,12,63,26,5,24,5,20,1,1
91,5,0,3,0,0,10,2,1,2,0,6,2,0,1,0
153,4,0,4,0,1,9,3,5,7,1,8,0,0,0,0
871,42,7,5,8,16,5,32,114,34,2,32,9,13,1,1
174,5,4,0,0,1,3,2,16,5,1,4,1,5,0,1
126,4,1,0,0,3,0,6,11,6,0,4,3,1,1,1
577,21,6,6,7,9,2,29,25,21,1,18,8,4,0,1
155,8,0,1,0,6,0,14,9,4,0,6,1,0,1,1
204,7,2,2,0,0,0,8,22,6,1,9,1,0,0,0
75,6,0,1,0,2,0,4,8,0,0,2,0,1,1,0
174,4,1,0,0,1,0,7,20,5,0,8,3,3,0,1
132,4,3,0,0,2,1,3,13,6,1,4,1,4,1,1
204,7,1,1,2,2,2,6,11,4,1,10,0,2,0,1
470,23,3,3,2,9,2,12,42,14,2,25,2,4,1,1
119,4,1,1,0,4,0,1,9,1,0,0,0,1,1,1
879,59,9,3,3,21,3,18,61,27,3,33,3,15,1,1
186,6,1,0,3,6,0,5,20,5,0,8,4,1,0,1
622,26,2,9,2,3,0,11,80,21,1,6,1,3,1,1
135,8,1,0,1,1,0,3,28,3,1,5,0,0,1,1
114,5,2,0,0,3,0,0,17,2,0,3,0,1,1,1
202,8,1,2,1,5,0,7,16,5,1,10,2,0,0,1
111,7,1,0,1,2,0,1,16,1,0,3,0,6,1,1
593,24,0,5,9,9,1,12,67,19,0,19,3,10,1,1
700,31,5,5,5,3,0,24,123,25,4,23,6,17,1,1
84,4,1,2,2,0,0,2,21,3,0,2,1,0,1,1
193,5,0,0,0,0,0,8,21,5,0,10,1,1,0,1
182,6,2,2,0,3,0,3,29,6,0,7,2,5,0,1
88,4,2,1,0,0,0,0,11,3,0,0,0,7,1,1
588,29,3,0,1,18,2,16,75,14,2,15,7,6,1,1
702,24,4,5,5,20,0,11,52,14,0,26,4,11,1,2
690,26,12,4,10,8,0,21,15,16,1,27,6,5,0,1
104,5,0,0,0,2,0,10,5,5,0,3,0,2,1,0
179,6,2,1,0,7,0,9,5,8,0,3,1,1,0,0
183,6,2,0,0,10,2,10,7,5,0,10,2,2,0,1
134,4,0,0,0,0,0,3,6,4,2,4,0,1,1,1
198,5,3,0,0,1,0,8,5,9,0,10,5,0,0,1
219,5,2,0,0,3,0,6,6,7,0,11,2,1,0,1
113,4,0,0,0,4,1,2,8,4,0,6,2,0,1,1
215,4,1,0,0,2,2,8,4,5,0,8,1,6,0,0
113,7,0,1,0,2,2,6,12,3,0,9,1,2,1,1
742,28,16,4,5,2,2,55,87,27,1,43,9,3,0,1
77,6,0,0,0,0,2,1,14,2,0,2,0,2,1,0
555,29,4,0,1,1,0,8,48,23,2,23,2,9,1,1
776,29,4,2,4,13,3,41,55,27,3,30,4,4,0,1
125,8,0,0,0,7,0,4,17,6,0,7,1,1,1,1
807,24,5,1,0,5,5,20,38,28,3,48,3,4,0,1
218,5,1,0,0,9,0,10,14,5,0,13,2,3,0,1
486,14,3,3,4,11,0,20,42,21,3,13,6,2,0,1
486,14,3,3,4,11,0,20,42,21,3,13,6,2,0,1
247,5,8,2,1,0,1,9,33,7,2,5,6,3,0,1
133,4,1,1,0,0,0,1,16,3,0,3,1,0,0,0
182,5,2,3,2,1,0,12,11,2,0,9,4,1,0,0
140,5,2,0,0,3,0,11,11,4,1,4,1,4,1,2
759,26,8,4,2,26,1,39,41,26,0,53,3,19,1,3
246,7,3,0,2,0,2,6,19,5,1,11,1,2,0,1
195,5,0,5,3,7,0,12,7,6,0,7,1,0,0,1
186,5,0,0,0,2,0,10,9,3,0,8,1,3,0,1
192,4,0,1,1,8,0,5,19,9,1,3,2,1,1,1
138,5,0,1,0,0,0,9,4,4,0,2,0,3,0,0
577,31,7,4,2,24,3,17,69,13,0,25,3,12,1,1
115,4,0,0,1,1,0,1,6,5,0,3,0,1,0,0
182,5,1,1,0,3,2,4,18,7,0,3,2,1,0,0
578,30,1,4,1,16,3,22,70,14,0,22,2,14,1,1
87,5,0,0,0,1,1,4,13,2,0,2,0,2,1,0
544,22,1,0,0,8,4,18,30,15,1,30,5,8,1,1
145,5,0,0,0,2,0,8,6,2,0,10,0,1,0,1
566,26,1,2,0,12,0,10,44,20,1,15,1,9,1,1
64,4,0,0,0,2,1,1,12,3,0,2,1,0,1,0
137,6,2,0,1,1,1,7,8,2,0,5,2,3,1,0
691,44,5,1,1,19,9,33,50,32,2,34,6,2,1,1
184,5,2,0,0,5,0,5,14,7,0,4,1,3,0,1
227,6,1,1,2,10,1,7,13,8,0,12,0,2,0,1
99,5,1,0,0,1,2,4,20,2,1,1,0,5,1,1
240,6,0,0,1,11,0,16,14,7,1,10,1,7,0,1
705,28,4,8,3,14,2,19,88,25,2,23,5,8,1,1
176,4,1,0,0,3,0,9,17,1,0,7,0,3,0,0
1018,72,6,2,1,51,10,78,68,36,3,37,2,13,1,1
659,37,3,6,5,27,0,19,98,17,0,25,2,30,1,2
112,5,0,0,0,2,0,5,13,5,0,1,0,3,1,0
75,3,2,4,1,1,0,2,7,1,0,3,0,1,1,0
622,36,2,7,1,10,1,19,67,19,0,6,2,11,1,1
528,18,2,14,7,16,1,20,24,14,0,24,5,12,0,1
526,15,11,1,2,9,0,21,56,23,1,21,4,8,0,1
178,5,0,1,0,3,1,2,18,3,0,1,0,1,0,1
634,35,9,4,2,12,4,13,54,15,4,21,5,15,1,1
114,6,1,2,2,0,0,3,25,3,1,4,0,7,1,1
194,6,1,0,1,0,0,3,13,8,0,2,0,4,0,1
711,32,4,2,2,31,4,45,56,22,1,32,4,4,1,1
146,5,1,2,2,3,0,13,5,5,2,7,4,1,0,1
139,6,0,0,0,0,0,3,10,5,1,3,1,3,1,1
171,4,3,0,0,0,0,11,6,6,1,2,1,2,0,0
204,6,1,1,1,5,0,15,11,5,0,4,1,1,0,1
109,4,0,3,0,1,0,1,14,4,0,4,0,3,1,1
335,14,0,0,0,3,1,10,31,13,0,14,0,2,1,1
101,4,1,0,0,0,1,0,5,2,0,1,0,2,1,0
510,28,1,8,3,7,1,8,35,14,0,17,7,7,1,1
157,4,2,0,0,1,0,2,9,5,1,4,0,0,1,0
494,23,1,5,3,8,4,9,45,7,0,16,7,5,1,1
178,5,4,0,1,3,4,11,21,3,2,9,1,4,1,2
132,6,1,2,0,2,0,8,13,5,0,3,2,1,0,0
150,6,0,0,0,9,2,2,18,4,0,5,1,8,1,1
135,5,0,3,0,4,0,2,9,4,0,5,0,7,0,1
149,6,1,1,1,2,0,10,15,4,0,8,2,0,0,1
176,5,5,0,1,6,0,11,15,3,1,6,5,0,0,1
129,4,0,0,0,0,0,3,13,2,0,6,2,0,0,1
667,26,0,4,1,12,0,49,39,24,0,24,2,8,1,1
618,40,3,2,3,23,0,44,6,22,1,26,7,3,1,1
126,6,1,0,0,4,0,7,20,3,1,6,2,1,1,1
117,4,1,0,0,5,0,2,12,6,0,5,0,0,1,1
730,37,6,7,1,8,2,31,56,26,3,27,8,10,1,1
109,5,2,1,0,5,0,2,16,2,0,1,0,2,1,1
565,29,2,9,5,13,1,33,23,21,3,20,5,3,1,1
851,32,24,5,2,17,12,36,39,26,2,49,5,8,1,1
154,6,2,0,1,1,1,11,5,3,0,3,1,0,0,0
111,4,2,1,1,0,0,3,14,3,0,5,1,1,1,1
101,4,0,1,0,3,0,4,24,1,0,2,0,5,1,1
90,1,1,0,0,0,0,1,20,1,0,3,1,4,0,1
90,1,1,0,0,0,0,1,20,1,0,3,1,4,0,1
199,6,3,7,3,6,0,12,17,6,1,4,3,2,0,1
116,4,4,0,1,0,0,2,28,3,1,6,0,0,1,1
98,5,0,1,0,1,0,1,12,3,1,4,0,1,1,1
156,7,3,2,1,5,0,11,15,5,0,6,3,2,1,1
154,5,3,0,1,4,0,10,12,4,0,12,2,1,0,1
205,5,3,1,2,6,7,6,13,7,0,15,4,0,0,1
190,5,0,3,0,7,1,12,25,7,0,9,0,0,1,1
146,8,0,0,0,11,1,5,16,3,0,7,1,0,1,1
157,4,0,1,2,4,0,9,6,5,0,10,1,1,1,1
145,6,1,0,1,2,0,8,11,4,0,2,0,1,0,1
112,4,1,0,0,0,0,4,15,2,0,1,0,1,1,1
150,6,2,0,0,3,1,6,12,9,2,6,2,0,1,1
124,8,0,0,0,4,1,6,21,5,1,9,0,1,1,1
163,9,1,1,0,8,1,13,10,6,0,12,1,0,1,1
752,56,11,1,2,36,4,68,53,24,2,48,4,6,1,1
124,4,1,1,1,1,0,8,23,9,1,2,1,0,1,0
190,4,1,4,0,0,0,4,8,2,0,5,1,3,0,1
265,5,4,4,2,4,1,11,6,8,0,8,1,1,0,1
563,20,12,0,0,2,3,15,60,20,1,14,1,6,1,1
128,5,0,2,1,2,0,11,10,4,0,3,1,2,0,1
155,5,4,0,0,2,0,6,14,5,0,5,1,1,0,0
685,33,3,8,2,11,0,40,53,23,1,27,2,7,1,1
615,28,3,0,2,11,3,38,30,22,0,36,7,17,1,1
704,52,4,4,3,34,2,24,57,17,1,27,9,11,1,1
504,25,1,0,3,16,1,17,29,17,2,14,2,2,1,1
251,6,2,0,0,0,2,6,8,4,2,7,2,2,0,0
169,5,1,0,0,0,0,6,16,5,0,4,3,4,0,0
91,4,1,1,2,1,0,1,12,2,0,5,1,1,1,0
91,4,3,0,1,0,1,2,20,3,0,3,0,0,1,0
133,5,1,0,0,2,0,5,30,4,1,8,0,4,0,1
206,5,0,4,0,1,0,2,21,8,1,4,0,2,0,1
99,5,0,3,0,4,0,4,8,3,0,3,1,0,1,1
122,7,0,1,2,0,0,4,22,3,0,4,2,0,1,1
188,5,2,3,1,4,0,2,22,7,0,4,2,3,0,0
462,29,6,1,3,33,3,26,39,12,3,28,2,1,1,1
342,17,4,4,0,25,5,14,27,12,1,7,0,0,1,1
360,23,4,0,1,18,5,9,22,7,0,17,4,0,1,1
185,6,1,1,0,0,2,9,28,8,2,5,1,0,1,1
141,4,2,3,0,1,0,5,19,7,0,3,0,0,1,1
139,4,0,0,0,6,0,7,9,5,2,6,0,5,1,1
94,5,0,0,0,0,1,4,16,1,0,3,1,4,1,1
700,25,3,3,1,7,2,31,103,18,2,33,4,7,0,1
148,6,2,0,0,3,1,13,11,5,0,14,2,0,1,1
791,26,12,0,1,12,0,22,53,27,2,22,2,14,0,1
168,4,6,2,0,2,0,5,21,6,0,2,3,1,0,1
64,3,0,0,0,0,0,1,13,3,0,1,0,3,0,0
736,57,8,0,2,9,6,47,122,20,0,15,6,3,1,1
92,5,1,0,0,3,0,5,13,1,0,0,0,0,1,0
178,5,0,0,0,3,1,8,19,4,1,8,1,2,0,1
119,4,1,5,0,4,0,1,11,3,1,2,0,3,0,1
142,5,0,1,0,1,0,4,35,8,0,2,0,0,1,1
631,25,1,1,1,16,1,57,26,20,0,49,6,2,0,1
682,32,11,3,1,23,2,25,47,27,1,19,2,5,1,1
116,5,0,0,0,1,0,7,16,5,0,4,0,0,1,1
114,4,0,1,0,0,3,1,4,6,1,4,1,0,1,1
91,8,1,0,0,1,0,1,22,2,0,2,0,0,0,1
143,5,0,0,0,5,0,7,11,4,0,6,0,0,1,1
113,6,0,0,1,0,1,1,9,1,0,2,1,4,1,0
630,27,4,9,4,15,2,16,49,21,1,22,4,9,1,1
763,30,10,10,3,10,0,12,95,25,3,20,5,15,1,2
383,22,2,4,3,26,5,17,24,15,0,19,0,0,0,1
183,6,3,0,0,4,0,15,24,6,0,5,4,1,1,1
870,35,10,2,0,4,3,49,66,24,4,45,5,10,1,1
170,4,4,1,0,5,0,10,13,8,0,8,2,3,1,1
148,6,3,2,0,1,2,6,6,7,0,9,3,0,0,1
627,23,7,0,3,18,4,34,68,27,1,35,1,3,1,1
151,7,1,2,1,7,0,9,21,2,0,0,0,10,1,1
154,8,5,1,2,6,0,5,26,3,0,6,2,2,1,3
163,6,1,2,1,2,0,7,11,2,0,4,1,1,0,1
155,6,4,0,0,3,0,10,21,7,0,5,4,10,1,1
125,7,0,0,0,1,0,2,10,1,0,4,0,1,0,1
162,6,0,0,1,5,3,4,13,7,0,5,1,1,1,1
121,8,0,0,1,3,0,1,23,2,0,5,1,1,1,1
577,18,3,3,0,6,0,26,55,14,1,28,11,5,0,1
161,8,0,1,2,11,0,10,13,8,0,13,1,1,1,1
120,5,2,0,1,5,0,6,12,4,0,4,1,7,0,1
139,4,0,1,0,2,0,2,8,4,0,8,2,2,0,1
142,5,2,1,0,2,2,2,22,2,0,0,0,2,0,1
182,5,2,0,0,7,0,7,13,11,0,8,0,0,0,1
159,4,1,1,0,0,2,13,10,7,0,5,0,0,1,1
1022,36,7,8,3,31,1,58,91,36,5,45,6,3,1,1
153,5,3,0,0,0,0,1,9,3,0,6,2,2,0,1
145,5,2,2,0,1,2,9,16,4,0,6,0,6,1,1
622,28,1,4,0,16,2,25,31,22,2,14,0,3,1,1
83,4,2,0,0,1,0,2,16,2,0,3,1,0,1,0
192,5,3,0,1,1,0,13,19,8,1,5,1,3,0,1
841,29,5,4,5,15,12,27,77,27,2,27,6,4,0,1
255,9,1,0,0,0,2,6,15,10,1,9,2,0,1,0
385,16,7,5,5,11,1,26,36,10,1,12,2,6,1,1
172,5,1,0,0,8,0,9,9,5,0,10,1,0,0,1
120,4,2,1,1,1,1,4,16,1,0,7,1,0,0,0
165,9,1,2,0,5,1,10,19,6,0,1,0,0,1,2
182,6,5,1,3,3,1,13,24,8,0,1,1,0,1,1
623,16,2,3,5,16,11,23,18,21,0,14,9,6,0,1
192,7,1,2,3,10,4,9,13,5,0,6,0,1,1,1
456,18,4,4,3,11,0,9,39,16,0,15,3,5,0,1
161,6,0,0,0,2,0,6,15,6,0,9,1,5,0,1
442,18,9,1,6,12,0,19,37,16,1,15,8,4,0,1
167,5,5,0,0,1,0,6,21,4,0,7,1,3,1,1
165,6,2,0,0,9,0,8,9,5,0,7,3,18,1,1
122,3,1,0,0,1,0,5,16,3,0,5,1,0,0,1
185,5,1,0,3,0,0,8,18,5,0,4,0,0,0,1
708,28,8,1,4,16,8,47,64,24,2,23,7,9,0,1
207,11,4,1,3,7,1,10,21,5,1,7,4,2,1,1
456,15,3,3,2,8,0,20,55,11,3,17,4,1,0,1
201,6,0,1,0,3,0,10,15,4,0,7,2,4,0,1
573,22,4,1,3,16,2,30,53,17,0,20,4,0,0,1
125,6,2,0,1,5,4,1,11,1,0,0,0,0,1,1
583,18,1,14,4,9,2,20,80,18,0,12,4,8,0,1
159,5,0,2,1,4,1,4,10,9,0,5,1,1,0,1
179,6,0,0,1,2,2,6,18,7,0,4,2,2,0,1
137,7,0,2,0,4,0,5,6,2,0,7,1,1,0,1
133,5,2,0,2,2,4,10,12,2,0,2,0,2,0,0
791,31,5,16,4,21,6,45,43,23,2,35,3,9,0,1
129,6,2,0,0,3,3,1,19,2,0,3,0,3,1,1
245,6,4,0,1,1,0,20,12,6,1,15,3,3,1,0
617,26,2,0,2,14,1,25,48,24,1,13,7,7,0,1
127,9,0,2,1,8,2,6,16,3,0,2,0,0,0,1
670,34,0,7,1,11,19,16,29,20,0,28,1,6,1,1
124,5,2,0,0,0,2,6,10,4,0,0,2,1,0,0
99,8,0,0,1,1,0,8,7,4,0,5,0,1,1,1
657,24,1,10,7,6,2,29,39,25,1,25,0,7,0,1
137,4,0,1,0,4,5,4,14,5,0,4,1,1,1,1
194,5,1,0,0,8,1,9,14,8,0,4,3,0,0,1
134,5,0,0,0,3,0,5,33,3,0,6,0,0,0,1
134,5,1,0,1,1,0,6,14,0,0,1,0,1,0,0
176,6,1,1,1,5,2,8,7,6,1,11,1,0,0,1
183,7,1,6,2,1,3,6,18,6,0,8,5,0,0,1
220,4,8,5,1,10,1,5,11,11,0,6,0,1,0,1
625,20,7,7,3,6,3,18,55,17,0,17,5,12,0,1
748,29,7,1,4,7,1,32,58,23,3,23,5,7,1,1
204,4,3,1,1,1,0,17,16,11,1,10,2,4,0,0
202,4,0,1,0,4,0,4,27,10,0,9,1,3,1,1
106,7,3,0,0,4,0,5,12,1,0,3,0,2,1,2
189,6,1,0,0,4,0,6,21,3,1,5,1,7,0,1
179,5,0,0,0,5,1,9,10,9,0,2,0,0,1,0
723,26,10,0,1,7,4,15,112,24,1,12,2,15,1,1
183,6,1,0,0,4,5,5,23,9,0,4,0,1,1,1
154,5,0,0,0,1,0,12,14,4,0,8,2,4,1,0
161,4,0,0,1,4,0,8,10,3,0,10,1,0,0,1
168,12,1,2,3,2,14,4,9,2,0,5,0,1,0,1
62,3,0,1,0,1,0,1,10,1,1,5,0,0,1,0
349,17,0,6,1,7,0,11,27,9,2,6,0,9,1,1
121,7,0,3,0,1,0,6,16,5,0,4,0,3,1,0
155,5,1,0,1,2,0,8,12,4,1,2,0,2,0,1
146,5,0,0,1,3,0,11,6,6,0,9,1,0,0,1
151,5,0,0,1,4,0,5,23,3,0,4,0,3,1,1
175,8,2,0,1,5,4,11,19,9,0,7,0,0,1,1
127,5,0,0,0,2,2,8,14,5,0,2,0,1,1,0
190,4,1,1,1,6,0,12,17,6,0,11,1,0,0,1
106,6,0,0,0,4,1,5,16,2,0,8,1,6,1,1
103,6,0,0,0,5,0,5,13,2,0,5,0,1,1,1
707,36,5,8,4,16,0,42,44,23,0,28,4,9,1,1
123,6,1,1,0,1,0,5,8,5,1,4,2,2,1,1
604,26,1,5,2,17,1,31,44,17,0,23,4,3,1,1
137,5,0,0,1,2,0,12,16,8,0,6,1,4,0,1
71,4,0,0,0,3,0,6,8,1,0,3,1,0,1,1
77,8,0,1,0,3,1,7,17,7,0,4,0,0,1,1
202,5,0,2,0,2,1,7,19,5,0,6,1,4,0,1
148,5,0,0,0,2,1,10,7,4,0,8,4,0,0,1
74,6,0,0,0,0,0,5,9,3,0,6,0,0,1,0
144,5,1,0,1,4,0,7,7,7,0,8,2,1,0,1
647,30,2,5,2,14,1,39,48,30,0,38,1,16,1,1
108,4,1,0,0,1,0,4,18,3,0,3,1,1,1,1
168,6,2,0,0,1,0,3,27,5,0,6,0,0,0,1
134,4,3,0,0,1,0,2,20,5,1,6,0,3,1,1
102,6,0,1,2,2,0,6,14,3,0,0,0,1,1,0
102,6,0,1,2,2,0,6,14,3,0,0,0,1,1,0
602,33,2,6,2,9,0,15,41,17,0,19,1,10,1,1
178,6,1,2,1,1,0,3,14,6,0,9,0,0,0,1
63,5,0,0,0,1,0,4,6,0,1,3,0,1,1,1
626,31,4,5,1,4,4,18,92,12,1,27,1,7,1,2
358,12,3,1,1,6,0,15,23,15,1,12,1,2,1,1
130,5,0,0,0,4,0,8,7,4,1,8,2,0,1,1
103,4,0,1,0,1,0,4,6,4,3,3,0,0,0,1
117,6,2,1,0,0,0,5,7,2,0,6,0,0,0,0
117,4,1,0,0,3,0,3,10,3,0,3,1,0,0,1
117,4,1,0,0,3,0,3,10,3,0,3,1,0,0,1
117,5,2,0,0,0,0,8,9,4,1,10,0,0,0,0
122,5,1,0,0,2,1,9,13,4,0,4,2,0,0,1
134,4,1,0,0,3,0,5,17,2,0,8,0,0,0,1
83,5,2,0,1,0,0,6,8,1,0,4,1,0,0,1
173,4,1,1,0,5,0,8,17,6,0,7,0,9,0,1
93,5,0,0,1,4,0,2,9,0,0,2,0,0,0,1
93,5,0,0,1,4,0,2,9,0,0,2,0,0,0,1
138,7,0,1,1,0,2,6,24,3,0,2,2,0,0,1
126,6,3,0,0,0,0,3,18,2,0,3,1,1,0,1
132,6,1,0,0,4,0,9,17,4,1,7,2,1,1,1
896,32,7,4,0,23,2,36,80,35,2,33,7,17,1,1
204,6,4,1,2,5,1,5,26,4,0,9,3,3,0,0
144,4,0,0,0,2,0,8,11,3,0,3,0,0,1,0
132,7,0,0,0,8,0,3,15,3,0,7,0,2,1,1
624,28,1,2,2,5,1,25,58,14,1,22,0,20,1,1
769,25,6,6,7,6,11,20,27,28,0,24,5,4,0,1
130,5,1,0,1,2,0,7,17,5,0,1,0,3,0,0
201,6,1,4,3,2,0,3,29,2,1,1,0,3,0,1
526,14,6,3,2,5,0,12,31,11,1,24,3,6,0,1
185,7,0,2,1,4,0,7,9,2,0,7,0,1,0,1
120,5,0,3,5,3,0,5,7,5,0,4,0,0,1,0
152,9,1,0,2,2,0,3,17,3,1,4,0,4,0,1
428,29,0,1,0,11,0,14,40,18,0,22,4,1,1,1
111,5,1,4,2,7,0,7,18,4,0,5,0,0,1,1
857,50,10,9,4,25,3,30,92,26,4,16,2,6,1,1
573,27,7,10,4,14,1,22,57,20,0,20,3,1,1,1
679,32,6,2,1,21,0,39,65,12,1,28,4,14,1,1
905,50,13,0,0,28,6,52,128,28,0,29,8,7,1,1
605,28,1,1,1,9,2,22,64,16,0,17,3,5,1,1
147,5,4,2,2,5,0,5,22,2,0,3,2,0,1,1
117,8,0,0,1,1,8,4,12,4,0,2,0,0,1,0
162,4,2,0,1,3,0,2,21,4,0,4,0,0,1,1
168,6,1,0,1,3,0,6,12,3,1,9,0,0,0,1
103,4,2,1,1,2,0,5,14,0,0,0,0,1,1,1
117,5,1,0,0,3,0,4,9,3,0,7,1,3,1,0
133,7,5,1,0,2,0,4,42,7,1,0,0,1,0,0
563,18,9,1,6,19,2,21,38,19,2,23,11,1,0,1
539,31,3,4,0,19,4,24,68,25,1,29,3,6,1,1
122,4,2,0,1,4,2,8,6,5,0,9,0,2,1,1
112,4,0,1,0,0,0,9,6,4,0,1,0,0,1,0
662,37,1,1,2,12,20,38,31,26,2,29,9,4,1,1
95,1,0,2,3,1,0,2,21,0,1,4,1,3,0,1
95,1,0,2,3,1,0,2,21,0,1,4,1,3,0,1
844,44,2,3,2,45,4,24,80,27,1,29,4,8,1,1
490,25,4,21,4,8,3,7,46,21,0,11,2,7,1,1
107,5,0,3,0,3,0,1,13,3,0,2,0,0,1,0
862,39,11,5,7,9,3,35,136,24,6,25,1,6,1,1
524,22,7,6,2,8,3,26,21,18,0,22,3,6,0,1
116,4,0,3,4,1,0,1,7,1,0,1,1,2,0,0
435,20,0,0,3,11,0,8,26,15,2,12,0,2,1,1
631,29,12,2,1,7,6,15,53,11,1,8,4,9,1,1
142,6,2,4,0,3,0,2,14,6,0,5,0,1,1,0
843,46,5,5,6,37,8,46,57,34,2,47,7,4,1,1
148,8,0,0,0,2,0,6,15,3,0,6,1,3,1,1
546,28,5,3,4,7,0,8,53,17,2,17,2,8,1,1
121,7,0,1,1,7,0,2,15,2,0,3,0,4,1,1
681,27,8,5,2,11,2,30,74,26,0,23,10,4,0,1
188,5,5,2,3,6,0,9,17,4,1,6,1,1,0,1
215,5,2,3,1,11,2,6,8,8,0,10,1,2,0,2
156,4,1,2,0,2,0,7,11,1,0,7,0,0,0,0
139,6,0,0,0,0,2,4,9,6,0,4,1,2,0,1
139,6,0,0,0,3,0,5,9,2,0,4,0,1,0,1
153,5,1,0,0,2,3,4,9,6,0,12,1,1,1,1
157,7,3,5,0,1,0,5,26,2,1,2,1,5,1,1
65,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1
65,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1
100,4,3,0,1,1,0,6,9,2,0,10,1,0,0,0
111,5,2,1,1,0,0,3,11,5,0,5,1,2,1,0
123,5,3,0,2,6,0,5,17,4,0,3,0,0,0,1
112,4,2,1,0,0,0,6,4,1,0,8,1,0,0,0
573,22,2,8,1,9,4,26,19,15,1,21,2,4,1,1
562,28,5,3,2,16,8,28,44,13,0,33,4,3,1,1
97,5,0,1,0,3,0,1,16,4,0,4,1,0,1,1
617,26,18,5,5,21,0,33,68,15,1,36,1,4,0,1
94,4,3,4,4,0,0,3,13,2,0,0,0,0,1,1
199,7,3,5,1,1,0,3,19,5,0,4,1,4,1,1
843,49,3,11,5,18,2,75,51,33,0,22,4,6,1,1
650,25,3,4,1,12,1,29,75,19,1,16,2,19,1,1
839,49,4,19,6,23,6,42,103,24,1,25,1,24,1,1
357,17,1,2,2,1,1,13,50,6,1,20,2,3,1,1
173,6,5,0,3,5,0,17,14,5,0,11,1,1,1,1
508,15,4,9,0,9,0,20,15,20,0,42,3,7,1,1
27,2,0,1,1,0,1,2,0,1,0,1,0,0,1,0
687,22,15,6,7,13,2,17,82,20,0,37,5,17,1,1
115,5,3,1,0,1,0,2,15,7,0,1,0,3,1,1
191,4,5,3,0,4,1,4,25,8,3,8,1,3,1,0
99,5,0,2,0,2,0,2,8,6,0,2,0,1,1,3
27,2,0,0,0,0,3,1,0,1,0,2,1,0,0,0
73,4,4,0,0,2,0,1,7,3,1,0,1,1,1,1
716,37,5,1,2,18,3,34,90,26,1,20,4,4,1,1
76,4,0,0,0,0,0,0,8,3,2,1,0,1,1,0
135,5,5,0,0,1,0,8,11,3,0,6,2,0,0,1
177,5,1,0,1,2,9,3,24,6,0,9,1,2,0,1
91,6,0,0,0,1,0,1,7,2,0,3,0,4,1,1
68,4,1,3,1,2,0,2,8,2,0,3,0,3,1,1
68,2,0,0,0,1,0,2,13,3,1,1,0,0,1,1
117,6,0,1,0,3,1,3,22,2,1,8,1,1,1,1
131,4,0,0,0,2,0,4,18,3,0,2,0,2,1,1
101,5,1,1,2,3,3,4,35,3,0,4,0,2,1,17
180,4,1,0,1,2,0,8,13,9,1,2,0,4,1,1
176,8,2,2,1,8,0,6,24,8,1,8,1,1,0,1
88,6,2,0,0,1,0,4,20,1,1,2,0,1,0,0
136,4,1,1,0,1,0,5,14,3,3,4,0,0,0,0
750,38,2,6,2,6,0,18,68,19,2,31,1,14,0,1
765,31,5,7,8,11,0,14,73,31,1,20,3,11,1,1
128,4,1,0,0,0,1,6,8,2,0,4,0,2,1,0
789,34,1,10,5,7,0,17,96,25,1,30,6,42,1,1
35,2,0,0,0,0,1,1,0,3,0,1,0,0,0,0
166,5,0,0,0,2,3,9,18,5,0,3,0,2,0,1
123,5,0,0,0,0,0,5,15,1,0,1,0,1,0,0
565,27,6,5,2,31,0,34,25,17,3,29,3,9,1,1
96,4,0,0,0,4,0,3,5,2,0,5,0,2,1,1
273,14,4,1,1,2,0,18,30,9,2,9,2,0,1,1
147,7,0,3,0,1,0,4,23,5,0,1,0,2,1,1
108,4,2,1,1,1,0,4,8,4,0,0,0,1,1,0
180,5,0,1,1,4,0,8,12,2,0,14,1,5,0,1
607,35,5,4,4,14,2,33,47,13,2,38,2,11,1,2
430,20,8,2,0,8,1,8,38,15,4,15,3,0,1,1
96,5,1,1,0,5,0,4,19,2,2,1,1,1,1,2
106,1,4,0,0,0,0,1,18,4,0,5,2,2,0,1
106,1,4,0,0,0,0,1,18,4,0,5,2,2,0,1
126,7,0,3,1,0,5,6,10,2,1,9,0,1,0,0
126,7,0,3,1,0,5,6,10,2,1,9,0,1,0,0
638,24,1,8,2,13,0,26,68,12,1,20,3,6,1,1
96,5,0,0,0,0,0,3,15,2,0,1,0,3,1,0
150,8,0,1,2,2,0,5,17,6,0,5,1,4,0,1
106,5,0,1,0,1,0,5,17,1,1,4,0,0,1,1
149,5,3,0,1,0,0,1,24,9,0,4,1,1,1,1
448,23,3,1,5,7,2,21,57,6,0,21,2,7,0,2
160,5,0,0,0,3,1,1,22,3,1,12,1,1,1,2
84,6,1,0,0,2,3,5,7,1,0,4,0,0,1,0
